tr2010gj,tr2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G5300090002000,53009002000,G5300090002002,53009002002,0.6081044946,0.4942329873,0.4795514512,0.5310206805,0.4461299105,0.458419244,0.5046020574,0.296961326
G5300090002000,53009002000,G5300090002100,53009002100,0.0006677799,0,0,0,0,0,0,0
G5300090002000,53009002000,G5300090002302,53009002302,0.000065669,0,0,0,0,0,0,0
G5300090002100,53009002100,G5300090002100,53009002100,1,1,1,1,1,1,1,1
G5300090002300,53009002300,G5300090002002,53009002002,0.0012167327,0.0148129551,0.0169637723,0.0141176471,0.020678685,0.0212213079,0.0229299363,0.0094936709
G5300090002300,53009002300,G5300090002301,53009002301,0.1836213544,0.4282502434,0.4432779527,0.4391482883,0.4506209445,0.4880063456,0.4559825379,0.4239826484
G5300090002300,53009002300,G5300090002302,53009002302,0.815139871,0.5568666834,0.5396779758,0.5466666667,0.5286320255,0.4906886098,0.5210191083,0.5664556962
G5300090002300,53009002300,G5300310950501,53031950501,0.000022042,0.0000701181,0.0000802991,0.000067398,0.000068345,0.0000837367,0.0000684175,0.0000679845
G5300090940000,53009940000,G5300090002400,53009002400,0.0003613856,0.0000043181,0.0000063337,0,0.0000122852,0.000010845,0.0000175958,0
G5300090940000,53009940000,G5300090940000,53009940000,0.9996386144,0.9999956819,0.9999936663,1,0.9999877148,0.999989155,0.9999824042,1
G5300090990100,53009990100,G5300090000600,53009000600,0,0,0,0,0,0,0,0
G5300090990100,53009990100,G5300090000700,53009000700,0.8463144256,0.8463144256,0.8463144256,0.8463144256,0.8463144256,0.8463144256,0.8463144256,0.8463144256
G5300090990100,53009990100,G5300090000900,53009000900,0,0,0,0,0,0,0,0
G5300090990100,53009990100,G5300090001000,53009001000,0,0,0,0,0,0,0,0
G5300090990100,53009990100,G5300090001200,53009001200,0,0,0,0,0,0,0,0
G5300090990100,53009990100,G5300090001300,53009001300,0,0,0,0,0,0,0,0
G5300090990100,53009990100,G5300090001400,53009001400,0,0,0,0,0,0,0,0
G5300090990100,53009990100,G5300090001500,53009001500,0,0,0,0,0,0,0,0
G5300090990100,53009990100,G5300090001600,53009001600,0,0,0,0,0,0,0,0
G5300090990100,53009990100,G5300090001702,53009001702,0,0,0,0,0,0,0,0
G5300090990100,53009990100,G5300090001902,53009001902,0,0,0,0,0,0,0,0
G5300090990100,53009990100,G5300090002002,53009002002,0,0,0,0,0,0,0,0
G5300090990100,53009990100,G5300090002301,53009002301,0,0,0,0,0,0,0,0
G5300090990100,53009990100,G5300090002302,53009002302,0,0,0,0,0,0,0,0
G5300090990100,53009990100,G5300090002400,53009002400,0.1536855744,0.1536855744,0.1536855744,0.1536855744,0.1536855744,0.1536855744,0.1536855744,0.1536855744
G5300090990100,53009990100,G5300090940000,53009940000,0,0,0,0,0,0,0,0
G5300090990100,53009990100,G5300090990100,53009990100,0,0,0,0,0,0,0,0
G5300110040101,53011040101,G5300110040101,53011040101,0.9998635784,1,1,1,1,1,1,1
G5300110040101,53011040101,G5300590950100,53059950100,0.0001364216,0,0,0,0,0,0,0
G5300110040102,53011040102,G5300110040102,53011040102,1,1,1,1,1,1,1,1
G5300110040201,53011040201,G5300110040201,53011040201,0.9872725493,1,1,1,1,1,1,1
G5300110040201,53011040201,G5300110040301,53011040301,0,0,0,0,0,0,0,0
G5300110040201,53011040201,G5300150001501,53015001501,0.0126579002,0,0,0,0,0,0,0
G5300110040201,53011040201,G5300150001503,53015001503,0.0000695505,0,0,0,0,0,0,0
G5300110040202,53011040202,G5300110040201,53011040201,0.0001002452,0.0016402406,0.0011372252,0.000999001,0.000792393,0.0007347539,0.0009099181,0
G5300110040202,53011040202,G5300110040202,53011040202,0.9998997548,0.9983597594,0.9988627748,0.999000999,0.999207607,0.9992652461,0.9990900819,1
G5300110040202,53011040202,G5300150001501,53015001501,0,0,0,0,0,0,0,0
G5300110040203,53011040203,G5300110040203,53011040203,0.9999798113,1,1,1,1,1,1,1
G5300110040203,53011040203,G5300110040403,53011040403,0.0000201887,0,0,0,0,0,0,0
G5300110040301,53011040301,G5300110040301,53011040301,1,1,1,1,1,1,1,1
G5300110040302,53011040302,G5300110040303,53011040303,0.3711234867,0.3342708109,0.3378119586,0.3331049865,0.327118915,0.3277765144,0.3365749433,0.2906770058
G5300110040302,53011040302,G5300110040304,53011040304,0.2781007103,0.2157611584,0.2298695402,0.2256664252,0.2288084272,0.2316450852,0.2474106076,0.1571188179
G5300110040302,53011040302,G5300110040305,53011040305,0.3507619526,0.4499680307,0.4323185012,0.4412285883,0.4440726577,0.4405784004,0.4160144491,0.5522041763
G5300110040302,53011040302,G5300110040905,53011040905,0.0000138505,0,0,0,0,0,0,0
G5300110040403,53011040403,G5300110040203,53011040203,0.0015685311,0,0,0,0,0,0,0
G5300110040403,53011040403,G5300110040403,53011040403,0.9984314689,1,1,1,1,1,1,1
G5300110040407,53011040407,G5300110040407,53011040407,1,1,1,1,1,1,1,1
G5300110040408,53011040408,G5300110040408,53011040408,1,1,1,1,1,1,1,1
G5300110040409,53011040409,G5300110040409,53011040409,0.9936762325,0.9645433625,0.9622741937,0.9616621209,0.95938042,0.9600504411,0.9576924463,0.97388787
G5300110040409,53011040409,G5300110040411,53011040411,0.0063237675,0.0354566375,0.0377258063,0.0383378791,0.04061958,0.0399495589,0.0423075537,0.02611213
G5300110040411,53011040411,G5300110040411,53011040411,0.9821831867,1,1,1,1,1,1,1
G5300110040411,53011040411,G5300110040909,53011040909,0.0083155373,0,0,0,0,0,0,0
G5300110040411,53011040411,G5300110040910,53011040910,0.009501276,0,0,0,0,0,0,0
G5300110040412,53011040412,G5300110040412,53011040412,1,1,1,1,1,1,1,1
G5300110040413,53011040413,G5300110040413,53011040413,1,1,1,1,1,1,1,1
G5300110040414,53011040414,G5300110040414,53011040414,1,1,1,1,1,1,1,1
G5300110040415,53011040415,G5300110040415,53011040415,1,1,1,1,1,1,1,1
G5300110040416,53011040416,G5300110040416,53011040416,1,1,1,1,1,1,1,1
G5300110040504,53011040504,G5300110040504,53011040504,0.9999942681,1,1,1,1,1,1,1
G5300110040504,53011040504,G5300590950100,53059950100,0.0000057319,0,0,0,0,0,0,0
G5300110040505,53011040505,G5300110040505,53011040505,1,1,1,1,1,1,1,1
G5300110040507,53011040507,G5300110040507,53011040507,0.9994381707,1,1,1,1,1,1,1
G5300110040507,53011040507,G5300110040509,53011040509,0.0005618293,0,0,0,0,0,0,0
G5300110040508,53011040508,G5300110040507,53011040507,0.008866086,0.0020602219,0.0019663535,0.0022383884,0.0017857143,0.0025466893,0.0022209883,0
G5300110040508,53011040508,G5300110040510,53011040510,0.0014873363,0.0008636078,0.0009182309,0.0010557261,0.0008473782,0.0008619428,0.0010523271,0.0000065745
G5300110040508,53011040508,G5300110040512,53011040512,0.413828652,0.3488114105,0.3445488311,0.3519865697,0.340625,0.3399830221,0.3603553581,0.2596810934
G5300110040508,53011040508,G5300110040513,53011040513,0.5758179257,0.6482647599,0.6525665845,0.6447193159,0.6567419075,0.6566083458,0.6363713265,0.7403123321
G5300110040509,53011040509,G5300110040509,53011040509,1,1,1,1,1,1,1,1
G5300110040510,53011040510,G5300110040509,53011040509,0.000134667,0,0,0,0,0,0,0
G5300110040510,53011040510,G5300110040510,53011040510,0.9997508078,0.9994038156,0.999477534,0.9993261456,0.9994603346,0.9994967287,0.9993946731,1
G5300110040510,53011040510,G5300110040513,53011040513,0.000005306,0,0,0,0,0,0,0
G5300110040510,53011040510,G5300590950200,53059950200,0.0001092193,0.0005961844,0.000522466,0.0006738544,0.0005396654,0.0005032713,0.0006053269,0
G5300110040511,53011040511,G5300110040504,53011040504,0.0005936837,0,0,0,0,0,0,0
G5300110040511,53011040511,G5300110040511,53011040511,0.9994045284,1,1,1,1,1,1,1
G5300110040511,53011040511,G5300110040603,53011040603,0.0000017878,0,0,0,0,0,0,0
G5300110040603,53011040603,G5300110040510,53011040510,0.0000098273,0,0,0,0,0,0,0
G5300110040603,53011040603,G5300110040511,53011040511,0.0000057776,0,0,0,0,0,0,0
G5300110040603,53011040603,G5300110040603,53011040603,0.9999191861,1,1,1,1,1,1,1
G5300110040603,53011040603,G5300110040712,53011040712,0.0000652091,0,0,0,0,0,0,0
G5300110040604,53011040604,G5300110040604,53011040604,0.999958293,1,1,1,1,1,1,1
G5300110040604,53011040604,G5300110041334,53011041334,0.000041707,0,0,0,0,0,0,0
G5300110040605,53011040605,G5300110040605,53011040605,1,1,1,1,1,1,1,1
G5300110040608,53011040608,G5300110040605,53011040605,0.000026851,0,0,0,0,0,0,0
G5300110040608,53011040608,G5300110040608,53011040608,0.999973149,1,1,1,1,1,1,1
G5300110040609,53011040609,G5300110040609,53011040609,1,1,1,1,1,1,1,1
G5300110040610,53011040610,G5300110040610,53011040610,1,1,1,1,1,1,1,1
G5300110040703,53011040703,G5300110040703,53011040703,0.9877787159,0.985601828,0.9866664218,0.9853091817,0.9860210053,0.9860438186,0.9844468101,0.9930760372
G5300110040703,53011040703,G5300110040709,53011040709,0.0122212841,0.014398172,0.0133335782,0.0146908183,0.0139789947,0.0139561814,0.0155531899,0.0069239628
G5300110040706,53011040706,G5300110040706,53011040706,1,1,1,1,1,1,1,1
G5300110040707,53011040707,G5300110040707,53011040707,0.985121475,1,1,1,1,1,1,1
G5300110040707,53011040707,G5300110040711,53011040711,0.0044816489,0,0,0,0,0,0,0
G5300110040707,53011040707,G5300110040712,53011040712,0.0103968761,0,0,0,0,0,0,0
G5300110040709,53011040709,G5300110040709,53011040709,1,1,1,1,1,1,1,1
G5300110040710,53011040710,G5300110040408,53011040408,0.000027796,0.0000073586,0.0000050119,0.0000069189,0.000005333,0.0000050003,0,0.0000286607
G5300110040710,53011040710,G5300110040713,53011040713,0.2137004463,0.3207226355,0.312970469,0.3269384492,0.2963647566,0.2917388793,0.3262679788,0.1655629139
G5300110040710,53011040710,G5300110040714,53011040714,0.0439904132,0.1373007439,0.1401273885,0.1175059952,0.1694393099,0.1802426343,0.109008327,0.4337748344
G5300110040710,53011040710,G5300110040715,53011040715,0.7422813445,0.541969262,0.5468971306,0.5555486367,0.5341906004,0.5280134861,0.5647236942,0.4006335909
G5300110040711,53011040711,G5300110040711,53011040711,1,1,1,1,1,1,1,1
G5300110040712,53011040712,G5300110040712,53011040712,1,1,1,1,1,1,1,1
G5300110040803,53011040803,G5300110040803,53011040803,1,1,1,1,1,1,1,1
G5300110040805,53011040805,G5300110040811,53011040811,0.3450202821,0.520836966,0.5187252849,0.5369458128,0.5078662734,0.5044832468,0.5312855518,0.3586956522
G5300110040805,53011040805,G5300110040812,53011040812,0.6549797179,0.479163034,0.4812747151,0.4630541872,0.4921337266,0.4955167532,0.4687144482,0.6413043478
G5300110040806,53011040806,G5300110040806,53011040806,1,1,1,1,1,1,1,1
G5300110040808,53011040808,G5300110040808,53011040808,0.9998834774,0.9998938798,0.9998854009,0.9999154725,0.9999425555,0.9999455838,0.9999267429,1
G5300110040808,53011040808,G5300110040809,53011040809,0.0001165226,0.0001061202,0.0001145991,0.0000845275,0.0000574445,0.0000544162,0.0000732571,0
G5300110040809,53011040809,G5300110040809,53011040809,1,1,1,1,1,1,1,1
G5300110040810,53011040810,G5300110040810,53011040810,1,1,1,1,1,1,1,1
G5300110040904,53011040904,G5300110040904,53011040904,1,1,1,1,1,1,1,1
G5300110040905,53011040905,G5300110040304,53011040304,0.0019582538,0.0063351283,0.006916192,0.0076086957,0.0059931507,0.0057236304,0.005958292,0.0062111801
G5300110040905,53011040905,G5300110040412,53011040412,0.0006389907,0,0,0,0,0,0,0
G5300110040905,53011040905,G5300110040905,53011040905,0.9964713274,0.9936648717,0.993083808,0.9923913043,0.9940068493,0.9942763696,0.994041708,0.9937888199
G5300110040905,53011040905,G5300110040910,53011040910,0.0009314282,0,0,0,0,0,0,0
G5300110040907,53011040907,G5300110040905,53011040905,0,0,0,0,0,0,0,0
G5300110040907,53011040907,G5300110040907,53011040907,1,1,1,1,1,1,1,1
G5300110040908,53011040908,G5300110040907,53011040907,0.0024650146,0.0038954715,0.0039577836,0.0039615167,0.0036663611,0.0035320088,0.0042530569,0
G5300110040908,53011040908,G5300110040908,53011040908,0.9975349854,0.9961045285,0.9960422164,0.9960384833,0.9963336389,0.9964679912,0.9957469431,1
G5300110040909,53011040909,G5300110040909,53011040909,1,1,1,1,1,1,1,1
G5300110040910,53011040910,G5300110040412,53011040412,0.0008781056,0,0,0,0,0,0,0
G5300110040910,53011040910,G5300110040910,53011040910,0.9991218944,1,1,1,1,1,1,1
G5300110041003,53011041003,G5300110041003,53011041003,0.9967421385,0.998726632,0.998648226,0.9987770903,0.9985913541,0.9985136486,0.9982005014,0.9996422317
G5300110041003,53011041003,G5300110041007,53011041007,0.0032578615,0.001273368,0.001351774,0.0012229097,0.0014086459,0.0014863514,0.0017994986,0.0003577683
G5300110041005,53011041005,G5300110041005,53011041005,0.9998835446,1,1,1,1,1,1,1
G5300110041005,53011041005,G5300110042300,53011042300,0.0001164554,0,0,0,0,0,0,0
G5300110041007,53011041007,G5300110041003,53011041003,0.0044847911,0,0,0,0,0,0,0
G5300110041007,53011041007,G5300110041007,53011041007,0.9955152089,1,1,1,1,1,1,1
G5300110041008,53011041008,G5300110041003,53011041003,0.0009991344,0,0,0,0,0,0,0
G5300110041008,53011041008,G5300110041007,53011041007,0.0006005704,0,0,0,0,0,0,0
G5300110041008,53011041008,G5300110041008,53011041008,0.9984002952,1,1,1,1,1,1,1
G5300110041009,53011041009,G5300110041009,53011041009,1,1,1,1,1,1,1,1
G5300110041010,53011041010,G5300110041010,53011041010,1,1,1,1,1,1,1,1
G5300110041011,53011041011,G5300110041011,53011041011,0.9976359716,1,1,1,1,1,1,1
G5300110041011,53011041011,G5300110041800,53011041800,0.0023640284,0,0,0,0,0,0,0
G5300110041104,53011041104,G5300110041104,53011041104,0.9852128412,1,1,1,1,1,1,1
G5300110041104,53011041104,G5300110041114,53011041114,0.0147871588,0,0,0,0,0,0,0
G5300110041105,53011041105,G5300110041105,53011041105,1,1,1,1,1,1,1,1
G5300110041107,53011041107,G5300110041107,53011041107,1,1,1,1,1,1,1,1
G5300110041108,53011041108,G5300110041113,53011041113,0.3972712036,0.3281014187,0.3115119955,0.3317274604,0.3031508106,0.3111239861,0.251953125,0.3265033408
G5300110041108,53011041108,G5300110041114,53011041114,0.6027287964,0.6718985813,0.6884880045,0.6682725396,0.6968491894,0.6888760139,0.748046875,0.6734966592
G5300110041110,53011041110,G5300110041110,53011041110,0.9947726469,1,1,1,1,1,1,1
G5300110041110,53011041110,G5300110041600,53011041600,0.0042962683,0,0,0,0,0,0,0
G5300110041110,53011041110,G5300110041700,53011041700,0.0009310848,0,0,0,0,0,0,0
G5300110041111,53011041111,G5300110041111,53011041111,0.9685929323,1,1,1,1,1,1,1
G5300110041111,53011041111,G5300110041112,53011041112,0.0314070677,0,0,0,0,0,0,0
G5300110041112,53011041112,G5300110041112,53011041112,1,1,1,1,1,1,1,1
G5300110041201,53011041201,G5300110041207,53011041207,0.2346481388,0.3328600726,0.3207065751,0.3193069307,0.3022269353,0.3030100334,0.2690647482,0.3342599027
G5300110041201,53011041201,G5300110041208,53011041208,0.7519479249,0.6671399274,0.6792934249,0.6806930693,0.6977730647,0.6969899666,0.7309352518,0.6657400973
G5300110041201,53011041201,G5300110041309,53011041309,0.0134039363,0,0,0,0,0,0,0
G5300110041203,53011041203,G5300110041203,53011041203,1,1,1,1,1,1,1,1
G5300110041205,53011041205,G5300110041205,53011041205,0.9828503088,0.9939771994,0.9933902506,0.9953401678,0.9927045336,0.9840656688,0.9952606635,0.9906976744
G5300110041205,53011041205,G5300110041206,53011041206,0.0171496912,0.0060228006,0.0066097494,0.0046598322,0.0072954664,0.0159343312,0.0047393365,0.0093023256
G5300110041206,53011041206,G5300110041206,53011041206,1,1,1,1,1,1,1,1
G5300110041309,53011041309,G5300110041208,53011041208,0.0011380953,0,0,0,0,0,0,0
G5300110041309,53011041309,G5300110041309,53011041309,0.9988619047,1,1,1,1,1,1,1
G5300110041310,53011041310,G5300110041310,53011041310,1,1,1,1,1,1,1,1
G5300110041312,53011041312,G5300110041312,53011041312,1,1,1,1,1,1,1,1
G5300110041313,53011041313,G5300110041104,53011041104,0.0003459675,0,0,0,0,0,0,0
G5300110041313,53011041313,G5300110041312,53011041312,0.04723799,0.0110497238,0.0148462354,0,0,0,0,0
G5300110041313,53011041313,G5300110041313,53011041313,0.9465208888,0.9831034379,0.9792744402,0.9941876722,0.9938922106,0.9938320321,0.9949279548,0.9934218101
G5300110041313,53011041313,G5300110041331,53011041331,0.0058951538,0.0058468384,0.0058793244,0.0058123278,0.0061077894,0.0061679679,0.0050720452,0.0065781899
G5300110041317,53011041317,G5300110041206,53011041206,0.0005875439,0,0,0,0,0,0,0
G5300110041317,53011041317,G5300110041317,53011041317,0.9994124561,1,1,1,1,1,1,1
G5300110041318,53011041318,G5300110041317,53011041317,0.0001328297,0.0002112825,0.0002835271,0,0.000534188,0.0005005005,0.001039501,0
G5300110041318,53011041318,G5300110041336,53011041336,0.2516208115,0.483414325,0.4675361497,0.4735576923,0.4711538462,0.464964965,0.4604989605,0.4824175824
G5300110041318,53011041318,G5300110041337,53011041337,0.7482463587,0.5163743926,0.5321803232,0.5264423077,0.5283119658,0.5345345345,0.5384615385,0.5175824176
G5300110041319,53011041319,G5300110041319,53011041319,1,1,1,1,1,1,1,1
G5300110041320,53011041320,G5300110041320,53011041320,1,1,1,1,1,1,1,1
G5300110041321,53011041321,G5300110041321,53011041321,1,1,1,1,1,1,1,1
G5300110041322,53011041322,G5300110041207,53011041207,0.0100077396,0,0,0,0,0,0,0
G5300110041322,53011041322,G5300110041309,53011041309,0.0087371308,0,0,0,0,0,0,0
G5300110041322,53011041322,G5300110041322,53011041322,0.9812551296,1,1,1,1,1,1,1
G5300110041323,53011041323,G5300110041323,53011041323,1,1,1,1,1,1,1,1
G5300110041325,53011041325,G5300110041310,53011041310,0.0009824838,0,0,0,0,0,0,0
G5300110041325,53011041325,G5300110041325,53011041325,0.993682051,0.9981463295,0.9976513264,0.9980180462,0.9979881336,0.9980919926,0.9979385755,0.9984550235
G5300110041325,53011041325,G5300110041400,53011041400,0.0053354652,0.0018536705,0.0023486736,0.0019819538,0.0020118664,0.0019080074,0.0020614245,0.0015449765
G5300110041326,53011041326,G5300110041326,53011041326,1,1,1,1,1,1,1,1
G5300110041327,53011041327,G5300110040604,53011040604,0.0006569514,0,0,0,0,0,0,0
G5300110041327,53011041327,G5300110041321,53011041321,0.013464048,0,0,0,0,0,0,0
G5300110041327,53011041327,G5300110041334,53011041334,0.6284923149,0.306168715,0.3008559461,0.3058498388,0.2963258786,0.295604823,0.2984420643,0.2866666667
G5300110041327,53011041327,G5300110041335,53011041335,0.3573866857,0.693831285,0.6991440539,0.6941501612,0.7036741214,0.704395177,0.7015579357,0.7133333333
G5300110041328,53011041328,G5300110041328,53011041328,1,1,1,1,1,1,1,1
G5300110041329,53011041329,G5300110041329,53011041329,1,1,1,1,1,1,1,1
G5300110041330,53011041330,G5300110041330,53011041330,1,1,1,1,1,1,1,1
G5300110041331,53011041331,G5300110041331,53011041331,1,1,1,1,1,1,1,1
G5300110041332,53011041332,G5300110041330,53011041330,0.0059489872,0.0041413584,0.0031189084,0.0032051282,0.0025188917,0.0024449878,0.0031847134,0
G5300110041332,53011041332,G5300110041332,53011041332,0.9940510128,0.9958586416,0.9968810916,0.9967948718,0.9974811083,0.9975550122,0.9968152866,1
G5300110041333,53011041333,G5300110041333,53011041333,1,1,1,1,1,1,1,1
G5300110041400,53011041400,G5300110041400,53011041400,1,1,1,1,1,1,1,1
G5300110041500,53011041500,G5300110040509,53011040509,0.0008984435,0.0007421539,0.0009919591,0.0014953643,0.0009627149,0.0008737594,0.0018800333,0.0000152332
G5300110041500,53011041500,G5300110041400,53011041400,0.0120250644,0,0,0,0,0,0,0
G5300110041500,53011041500,G5300110041500,53011041500,0.9870764921,0.9992578461,0.9990080409,0.9985046357,0.9990372851,0.9991262406,0.9981199667,0.9999847668
G5300110041600,53011041600,G5300110041600,53011041600,0.9618051835,0.8897193056,0.8783300946,0.8911259201,0.8772095109,0.8801072064,0.8431945885,0.8892165932
